global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
9191.003123628105	n/a	n/a	84474538.41854158	10363.676111468514	n/a	107405782.54342316	n/a	6686.1266618165855	n/a	n/a	44704289.7378546	6656.991829161822	12059.852688222218	n/a	n/a	n/a	n/a	-0.3557897133	0.13140806300000002	-0.823454082	0.1412631869	-0.0664295763	0.23374255530000002	-0.109742125	0.1183056556	0.3413557557	-0.029469962599999996	0.08633653960000001	-0.3688981203	0.1466827366	-0.1782999167	0.1312900319	-0.4038140911	-0.11190712109999999	0.19537402329999998	0.0903210258	-0.1852833299	-0.0553160092	-0.0364766044	0.3632232596	-0.0259343024	0.1023456417	-0.36139226399999996	0.1039013976	-0.2606547213	0.018873245	0.3847676558	-0.18064728079999998	0.2372527089	0.0140161153	-0.09765285480000001	-0.07847820700000001	-0.0021096694	-0.0104932	n/a	0.00011010724623999997	n/a	0.088415	n/a	0.007817212224999998	n/a	0.068721	n/a	n/a	0.004722575840999999	-0.00234574	n/a	n/a	5.502496147599998e-06	-0.000550994	n/a	n/a	3.0359438803600003e-07	0.000366146	n/a	1.3406289331599994e-07	n/a
9139.26695934774	-51.73616428036439	2676.6306944448525	83526200.5542253	10029.665197368528	-334.0109140999866	100594183.97130546	111563.29073790864	6669.146851634801	-16.97981018178416	288.3139538094211	44477519.72867038	6639.664560269244	11765.1617582958	0.962264	39.703426	0.035286350000000015	0.0203678	-0.3814876863	0.1385262447	-0.4010724729	0.0214190414	-0.0509740177	-0.0577190426	0.1674426375	-0.141647155	0.3400676903	0.1036074727	0.1502313238	-0.1885008507	0.1015127258	-0.3724504127	-0.0970221864	0.0645584386	-0.027013770299999997	-0.0092323899	0.051755240599999995	-0.0446626233	-0.2410837137	0.1108645874	0.3549085164	0.0990238098	0.14403040179999999	-0.1586264752	0.04816291	-0.3687704156	0.13282789820000002	-0.0661366918	0.0157848167	-0.0103013928	0.0571496014	-0.13088776130000002	0.1451001889	0.1212423708	-0.0110578	-0.0005646000000000003	0.00012227494084	3.187731600000002e-07	0.101148	0.012733000000000008	0.010230917904	0.0001621292890000002	0.0837559	0.01503489999999999	0.00022604821800999972	0.007015050784809999	-0.00245671	-0.00011097000000000017	1.2314340900000036e-08	6.0354240241e-06	-0.000565066	-1.4072000000000064e-05	1.9802118400000185e-10	3.1929958435600004e-07	0.000352111	-1.403499999999997e-05	1.23982156321e-07	1.9698122499999915e-10
9125.188450010764	-14.078509336975912	198.204425151318	83269064.24820986	9890.131597421165	-139.53359994736277	97814703.01430853	19469.62551427067	6657.3661015130265	-11.780750121774874	138.7860734316987	44320523.40957476	6627.192808999815	11708.143379530193	0.922089	38.045811	0.017963299999999998	0.008684749999999998	-0.3580642284	0.1458690447	-0.17550737030000002	0.0357981677	-0.0172738971	-0.2808390519	-0.044500671299999996	0.0668435806	0.3312177592	0.199684327	0.135176494	0.014811363400000001	-0.09261846230000001	0.0362890507	0.1040268109	0.0733215941	-0.0857402448	-0.0725165292	-0.0089388342	-0.0837766473	-0.0399318397	0.1878950993	0.3347177804	0.2167452875	0.1080140107	0.0277895371	-0.1013490216	0.015052542	-0.07114155230000001	-0.0629170376	-0.0980395616	-0.0903546449	0.0395511887	-0.054964081399999996	-0.0424886104	0.0913066808	-0.0101343	0.0009235000000000008	0.00010270403648999996	8.528522500000012e-07	0.0980717	-0.003076300000000004	0.00961805834089	9.463621690000025e-06	0.0895166	0.0057607000000000075	3.3185664490000094e-05	0.008013221675560001	-0.00235919	9.75199999999998e-05	9.510150399999964e-09	5.5657774561e-06	-0.000526841	3.822500000000002e-05	1.4611506250000015e-09	2.77561439281e-07	0.0003238	-2.8310999999999994e-05	1.0484643999999999e-07	8.015127209999996e-10
9147.842287743897	22.653837733132605	513.1963640391026	83683018.5214355	9826.348340477922	-63.783256943243025	96557121.7084132	4068.3038662877602	6654.31100747711	-3.0550940359162273	9.3335995682909	44279854.98423103	6624.154918072951	11849.941742152307	0.918473	37.896603000000006	0.02635028000000001	0.0136266	-0.2831735608	0.1638638911	-0.0767791352	-0.0745161708	0.038735300099999995	-0.3718430268	0.0453152558	0.164499717	0.32096809239999996	0.14547189189999998	0.07859378730000001	0.0773369914	0.1591925185	0.0714663973	-0.10086871359999999	0.1664461469	0.033355396	-0.3123165561	0.17987142890000002	-0.0889257672	-0.0033870359000000004	-0.1924157166	0.3116287005	0.1483250035	0.0554499993	0.079482291	0.1559195434	0.0700262299	0.016302763600000002	-0.18383598550000002	0.0596689262	-0.19089049940000002	0.313537452	-0.09106921650000001	-0.09037817349999999	-0.10091533550000001	-0.008284319999999998	0.001849980000000001	6.862995786239996e-05	3.4224260004000036e-06	0.0922894	-0.005782300000000004	0.008517333352359999	3.343499329000005e-05	0.08503589999999997	-0.004480700000000032	2.0076672490000287e-05	0.007231104288809994	-0.00213587	0.00022331999999999994	4.9871822399999975e-08	4.561940656900002e-06	-0.000490177	3.666400000000005e-05	1.344248896000004e-09	2.40273491329e-07	0.000299038	-2.4762000000000004e-05	8.942372544400002e-08	6.131566440000002e-10
9177.338143685452	29.495855941555423	870.0055177249901	84223535.40354395	9782.47717170669	-43.871168771231176	95696859.61496252	1924.679449353849	6662.604119561298	8.293112084187669	68.77570804089954	44390293.65399518	6630.659107852574	12031.244507345513	1.0108629999999998	41.708664	0.0075349299999999874	0.00392535	-0.1967468761	0.1717933699	-0.0371350215	-0.0391553829	0.022275305800000002	-0.3909766917000001	0.1669210283	-0.18137800629999998	0.2707827964	0.20522278600000002	0.043905077199999996	-0.077729845	-0.211707692	0.0556508409	-0.1456314128	0.0878682365	0.3642305036	0.2522641084	-0.2525240198	0.2102402052	0.2933009057	-0.1917675568	0.2624871568	0.20499809489999998	0.0327059205	-0.0652804565	-0.17550801649999995	0.1351719516	-0.024954481400000002	-0.1199552838	0.41161331219999997	0.1501170509	-0.3456049675	0.2451252927	-0.0200989277	-0.1552112916	-0.00800259	0.00028172999999999734	6.40414467081e-05	7.937179289999852e-08	0.09304	0.000750600000000004	0.0086564416	5.63400360000006e-07	0.0836205	-0.0014153999999999695	2.003357159999913e-06	0.00699238802025	-0.00219023	-5.435999999999983e-05	2.955009599999981e-09	4.7971074529e-06	-0.000445969	4.4207999999999953e-05	1.954347263999996e-09	1.9888834896099998e-07	0.00030221400000000003	3.176000000000025e-06	9.1333301796e-08	1.008697600000016e-11
9205.240112806216	27.901969120763173	778.5198808160214	84736445.53441659	9771.854093157242	-10.62307854944811	95489132.41795395	112.84979786774456	6660.73234342777	-1.8717761335283285	3.5035458940462587	44365355.35078479	6629.912209618355	12341.888368982085	1.000953	41.29977	0.031808109999999994	0.016372499999999998	-0.10388944859999999	0.1995600387	0.005129879	-0.1603389676	0.10589496400000001	-0.2961230254	-0.0548957385	-0.074408209	0.22235694960000002	0.1871398639	0.045157706799999996	0.2872925082	-0.09366932189999999	0.06180741150000001	-0.0663197323	0.0228472559	0.0529525441	-0.0789507073	-0.02826844	0.2088760431	0.174904435	0.3686708626	0.2097619309	0.1945217645	0.021102865699999997	0.2798248528	-0.063709196	0.1203816998	0.0028725456	-0.013639418799999999	0.1178310323	-0.11546036009999999	-0.055265372300000004	0.2779072207	-0.0071483299	0.2742010996	-0.0102835	-0.002280909999999999	0.00010575037225	5.202550428099995e-06	0.08072859999999997	-0.012311400000000028	0.006517106857959996	0.00015157056996000068	0.0891711	0.005550600000000003	3.080916036000003e-05	0.007951485075210001	-0.00202386	0.00016636999999999989	2.7678976899999957e-08	4.0960092996e-06	-0.000454791	-8.821999999999964e-06	7.782768399999938e-11	2.06834853681e-07	0.000244102	-5.811200000000002e-05	5.9585786403999994e-08	3.3770045440000037e-09
9223.827202587845	18.5870897816294	345.4799065503521	85078988.26319951	9807.169226917182	35.31513375993927	96180568.24539135	1247.1586724824026	6668.300773217797	7.568429790027039	57.281129486568744	44466235.202097066	6637.784895783641	12562.614619535847	1.001933	41.340195	0.12860580000000002	0.0736961	-0.013578006799999999	0.17720827620000001	0.023821775899999998	-0.1691742765	-0.0029683716	-0.14588643029999998	-0.11823036960000001	0.18208540920000002	0.1166106392	0.1712394074	-0.16980491609999998	0.2547264334	0.24770791920000002	0.3934995457	0.21042597989999998	-0.0331501413	0.1350253336	-0.11920972880000001	0.0481002809	-0.3760975467	0.0956851546	-0.1113918972	0.0965967562	0.1761237198	-0.17358190920000002	0.23348021530000002	0.3226124591	0.3051838061	-0.2639631948	0.11323657050000001	0.020004664499999998	0.0371408452	0.1486004893	-0.2191280481	-0.3459833002	-0.0940345217	-0.0102764	7.099999999999468e-06	0.00010560439696	5.0409999999992436e-11	0.0502415	-0.03048709999999997	0.0025242083222499997	0.0009294632664099981	0.131888	0.0427169	0.00182473354561	0.017394444544	-0.00102792	0.00099594	9.918964836e-07	1.0566195264000002e-06	-0.000407296	4.7494999999999985e-05	2.255775024999999e-09	1.6589003161599994e-07	0.000308561	6.4459e-05	9.5209890721e-08	4.154962681e-09
9242.270775792984	18.44357320513882	340.16539257331465	85419569.09307705	9790.570590413838	-16.598636503344096	95855272.48587637	275.5147337701472	6685.819753879624	17.5189806618273	306.9146834294789	44700185.781367	6654.964978184587	12660.227444820639	1.059731	43.724972	0.1265385	0.07590339999999997	0.0464103539	0.10892102070000001	0.016610109799999998	-0.055321830700000005	0.0511837347	-0.1483777188	-0.021438145699999998	-0.10987705099999999	0.0055494635	0.1088976905	-0.1532898796	0.0375013165	-0.2546949972	0.1694635877	0.29392462420000004	0.2522431931	-0.1259481244	0.1359987872	0.1919311075	0.1157357785	0.0195369073	-0.20817915399999998	-0.0070941397	0.11488628880000001	-0.1575653979	0.0396821663	-0.2447600842	0.1524437742	-0.2883171304	-0.1675782409	-0.1832888276	0.1466734653	0.1498715122	0.14657013189999998	0.17609715	-0.2819527288	-0.0102449	3.150000000000028e-05	0.00010495797600999997	9.922500000000177e-10	0.110916	0.06067450000000001	0.012302359056000006	0.0036813949502500017	0.0977621	-0.0341259	0.0011645770508099998	0.00955742819641	-0.000415874	0.0006120460000000001	3.746003061160001e-07	1.72951183876e-07	-0.000398493	8.802999999999936e-06	7.749280899999888e-11	1.5879667104900002e-07	0.000295278	-1.3283e-05	8.7189097284e-08	1.7643808900000004e-10
9247.525733325045	5.254957532060871	27.61457866376328	85516732.18850891	9814.695820220417	24.12522980657923	96328254.04345211	582.0267132202587	6685.782122307791	-0.03763157183311705	0.0014161351986310485	44699682.58697047	6655.261373609947	12694.932992598142	1.180824	48.721298	0.2698641715201	0.156049	0.09709155900000001	0.1892837284	0.0186026405	-0.1254242864	0.1063018137	-0.0970626342	-0.185288571	-0.0147900549	-0.013427619699999999	0.1716490268	-0.1782110601	-0.0434388657	-0.1683286604	-0.0664211268	-0.0371759452	-0.2952045012	-0.2855498297	-0.3993557071	-0.4721427221	0.3254808868	-0.0797820252	-0.1844502045	-0.0234451793	0.17155239149999998	-0.1838567217000001	-0.0381244692	-0.1603830634	-0.0258426564	0.1333520762	0.2246720905	-0.1860758536	-0.6193544883	-0.3896062354	-0.0198277221	0.1435385855	-0.0836807883	2.15201e-08	0.0102449215201	4.6311470401e-16	0.0001049584169530081	0.233081	0.12216499999999995	0.05432675256099999	0.01492428722499999	0.108196	0.010433899999999996	0.00010886626920999991	0.011706374416	-0.00226251	-0.001846636	3.4100645164960007e-06	5.118951500100002e-06	-0.0	0.000398493	1.5879667104900002e-07	0.0	0.0	-0.000295278	0.0	8.7189097284e-08
9228.16836460195	-19.357368723094627	374.70772388184196	85159091.36544023	9822.339353934238	7.6435337138209425	96478350.38384524	58.42360763431738	6683.332305139447	-2.449817168343543	6.001604158310776	44666930.70092056	6652.9811360530675	12665.063051462716	1.312158	54.140213	0.30013492723855	0.191034	0.101349971	0.1578942984	0.0486287843	-0.11492763560000001	-0.0036248041999999998	0.0160477758	-0.2782101961	0.20482547199999998	-0.0966343593	0.1520261018	-0.37279067899999996	0.1387596385	0.3337044535	0.0012060797000000001	-0.032793845	-0.0088062525	0.2150471454	0.1715807102	-0.0562429825	0.1402840899	-0.5696274306	0.0543159789	-0.1175276342	0.1484566614	-0.3511200839	0.0953430926	0.36558547880000003	-0.030408174700000002	0.0002635277	0.03423893	0.15709788460000002	0.14223462480000001	-0.0779014852	-0.3256681258	0.4909280345000001	0.1153212783	-5.718449999999999e-09	-2.723855e-08	3.270067040249999e-17	7.419386061024999e-16	0.07057310000000001	-0.16250789999999998	0.004980562443610002	0.026408817562409998	0.189692	0.081496	0.006641598016	0.035983054864	-0.00113989	0.0011226200000000002	1.2602756644000004e-06	1.2993492121e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
