global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
8782.529075845387	n/a	n/a	77132816.96806963	11442.714092230444	n/a	130935705.7965292	n/a	6551.210439758918	n/a	n/a	42918358.22600624	6566.246822531323	11025.82177816973	n/a	n/a	n/a	n/a	-0.138967871	0.5137808659	-0.7990848743000001	-0.449972401	0.1508247924	0.0773535529	-0.5337591245000001	-0.028517575899999998	0.5214601497	-0.18655613940000002	-0.48153472259999996	0.1924143926	0.0296957979	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
8731.558486579832	-50.97058926555474	2598.0009700778837	76240113.60456428	11101.93987017706	-340.77422205338365	123253068.88102704	116127.07041608887	6548.348024854694	-2.862414904224352	8.193419083925704	42880861.85461837	6558.653302139383	10704.830628294865	1.255197	41.341129	0.08799798000000003	0.0499044	-0.4510270794	0.3908916723	-0.3254465249	-0.39968861850000004	0.6030367863	-0.22907070100000002	0.12017683050000001	-0.2181707184	0.40628781070000003	-0.5385608628999999	0.2904965999	0.1558281038	-0.2114765802	0.00819063	0.00819063	6.708641979690003e-05	6.708641979690003e-05	0.039536	0.039536	0.001563095296	0.001563095296	-0.0141591	-0.0141591	0.00020048011281000006	0.00020048011281000006	-0.000367006	-0.000367006	1.3469340403599994e-07	1.3469340403599994e-07	8.41554e-24	8.41554e-24	7.082131349159999e-47	7.082131349159999e-47	-0.000155239	-0.000155239	2.4099147121e-08	2.4099147121e-08
8736.072596422126	4.514109842293692	20.377187668292784	76318964.40995762	10932.466288979916	-169.47358119714409	119518819.1596823	28721.29472378499	6548.307890159958	-0.04013469473557052	0.001610793721517432	42880336.22433116	6558.137686112764	10902.9755273757	1.433807	47.223808	0.11699288000000002	0.0756232	0.4090744897	0.2798532786	-0.0877474749	-0.23166813690000002	-0.1035623397	0.3592684821	0.6158712439	0.16265963949999998	0.2121471121	0.1260836807	0.3378660714	-0.5996575622	0.0548929671	0.0	-0.00819063	6.708641979690003e-05	0.0	-0.0289949	-0.06853089999999999	0.0008407042260100001	0.004696484254810001	0.0	0.0141591	0.00020048011281000006	0.0	0.0	0.000367006	1.3469340403599994e-07	0.0	-0.0	-8.41554e-24	0.0	7.082131349159999e-47	0.0	0.000155239	2.4099147121e-08	0.0
8738.298520897948	2.2259244758224668	4.954739772065524	76357861.04032727	10838.102930306884	-94.36335867303205	117464475.12792668	8904.443460055294	6553.745954448578	5.438064288619898	29.572543207163047	42951586.03545111	6561.650349953758	10941.266560720589	1.293358	42.597984	0.0289664798	0.028966500000000006	0.08214027759999999	0.2730038857	0.0384824574	-0.26424800649999997	-0.34865777130000003	0.3769404746	-0.1656220548	0.2021281831	0.2220738673	0.3654259515	-0.2541808479	-0.3164962803	0.2605503247	0.0	0.0	0.0	0.0	-2.84202e-05	0.0289664798	8.0770776804e-10	0.0008390569520038081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8732.64234732582	-5.656173572127955	31.992299478038703	76259042.36630821	10783.17392000033	-54.92901030655412	116276839.78897528	3017.196173257529	6556.187042348711	2.441087900132516	5.958910136173373	42983588.53426114	6563.736539837499	11057.237485835747	1.3807040000000002	45.474808	0.0007707498	0.0007707489999999999	0.2489819656	-0.11586795109999999	0.1146503765	-0.1237528968	-0.3840280049	-0.6177671477000001	0.3141577953	-0.20752589920000009	0.0707438342	0.460879053	0.529753488	0.3743577453	-0.2376077254	0.0	0.0	0.0	0.0	-0.00079917	-0.0007707498	6.386726889e-07	5.940552542000399e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8720.110983186403	-12.531364139416835	157.03508719466228	76040335.55908814	10759.948553944241	-23.22536605609093	115776492.88352671	539.4176284394208	6563.785434195404	7.59839184669363	57.73555865590024	43083279.22615575	6570.5147681256885	11012.747055981523	1.36754	45.041237	0.00271864	0.00271864	0.29249708539999997	-0.07191131190000001	0.1531331452	0.11464696939999999	-0.44307222079999997	-0.2466737109	-0.384312389	0.013745272900000001	-0.1171330058	0.406376037	-0.3197494323	0.41766558600000003	-0.0075545075	0.0	0.0	0.0	0.0	0.00191947	0.00271864	3.6843650809e-06	7.3910034496e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8705.470373460435	-14.640609725967805	214.3474531481031	75785214.42319737	10709.198158570627	-50.750395373612264	114686925.19953252	2575.602630577965	6559.352017215286	-4.433416980118636	19.65518611960425	43025098.88574624	6565.639895986932	10699.746193686986	1.460157	48.091682	0.05503559000000001	0.040787	-0.5527037441	-0.3334370247	0.215774721	0.36842702060000004	0.35038056659999994	-0.2565329061	-0.0892227547	0.6308094643	-0.3422673261	-0.3227967683	0.1470698114	0.2482637045	0.6584696875	0.00396214	0.00396214	1.56985533796e-05	1.56985533796e-05	0.0411224	0.03920293	0.0016910517817599995	0.0015368697205849	-0.00034622	-0.00034622	1.198682884e-07	1.198682884e-07	-0.00010537	-0.00010537	1.11028369e-08	1.11028369e-08	-1.69563e-24	-1.69563e-24	2.8751610968999996e-48	2.8751610968999996e-48	-0.000125116	-0.000125116	1.5654013456000002e-08	1.5654013456000002e-08
8698.246224522409	-7.224148938026701	52.18832787879232	75659487.38241833	10727.694860349498	18.496701778871287	115083437.01676904	342.1279766965001	6554.886369860078	-4.465647355207693	19.942006301073466	42966535.32177743	6560.8044689618055	10823.777654862808	1.3605870000000002	44.812241	0.06289156000000001	0.048451199999999986	0.2050872598	-0.23984824289999998	0.1986765538	0.19792193149999998	0.0085775806	0.18175831809999998	0.1407463829	0.2661747436	-0.21824945140000002	-0.0256409913	0.011391821699999999	-0.2224708254	0.23642512429999998	0.0	-0.00396214	1.56985533796e-05	0.0	-0.0059365	-0.0470589	3.524203225e-05	0.00221454006921	0.0	0.00034622	1.198682884e-07	0.0	0.0	0.00010537	1.11028369e-08	0.0	-0.0	1.69563e-24	0.0	2.8751610968999996e-48	0.0	0.000125116	1.5654013456000002e-08	0.0
8702.168328236361	3.9221037139523114	15.382897542998506	75727733.61296003	10719.486381804969	-8.208478544529498	114907388.28970218	67.37912001600111	6548.154000487562	-6.732369372515677	45.32479736798714	42878320.814101264	6553.507643574089	10832.125452615446	1.217663	40.104904	0.02104667	0.0143269	-0.2750982551	-0.3316792266	0.2075354259	0.3849180772	0.1034897741	0.3592151419	-0.1080297015	-0.5429002219	-0.3697311488	-0.1789176744	-0.3125549467	-0.2298156702	-0.515488706	0.00379663	0.00379663	1.44143993569e-05	1.44143993569e-05	0.00702507	0.01296157	4.93516085049e-05	0.00016800229686489995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-8.57694e-05	-8.57694e-05	7.356389976359998e-09	7.356389976359998e-09
8702.44918392125	0.2808556848885928	0.07887991573424054	75732621.79873163	10666.626498909884	-52.85988289508531	113776920.86724652	2794.1672196821337	6548.314224285306	0.16022379774403814	0.025671665363522448	42880419.17997728	6553.575713267885	10956.810879009188	1.108598	36.512745	0.01511017	0.00935592	0.1800158716	-0.3647859453	0.2840261942	0.403416061	0.0630108368	-0.0044915038	0.08999377189999999	-0.27840288809999997	-0.38533184189999997	-0.1062922859	0.051442157	-0.020089193999999998	-0.2679063823	0.0	-0.00379663	1.44143993569e-05	0.0	0.0	-0.00702507	0.0	4.93516085049e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	8.57694e-05	7.356389976359998e-09	0.0
