global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
9445.523808585052	n/a	n/a	89217920.01854707	11733.63761410581	n/a	137678251.65915868	n/a	7176.28073948001	n/a	n/a	51499005.25183176	7196.198992206301	11198.441417576356	n/a	n/a	n/a	n/a	-0.053918208200000005	0.5380911471000001	-0.8082143434000001	-0.5112513341	-0.013348768799999999	0.2356504799	-0.0715174106	0.22445646870000002	0.6110489767	-0.0082434608	0.1883030689	-0.0600881755	0.1743492211	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0
9379.373383187578	-66.15042539747446	4375.878780266835	87972645.06124759	11399.333715768256	-334.3038983375536	129944809.16345093	111759.09644368537	7173.089702370769	-3.191037109240824	10.182717832552036	51453215.87825757	7188.650186774752	10890.29238226845	1.159427	38.250107	0.0	0.0	-0.2340247007	0.300881262	-0.35956847740000003	-0.3262756505	-0.3839729843	0.0467011912	0.1914846348	0.35871373799999995	0.42535339409999995	-0.3185473784	-0.0431428976	0.25258830460000004	0.3392493429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9331.357356032744	-48.01602715483386	2305.5388637337437	87074230.1059864	11147.939328191631	-251.39438757662538	124276551.26504166	63199.138105026526	7176.084344196136	2.9946418253666707	8.967879662235426	51496186.51501689	7188.388483523109	10880.235691877826	1.448619	47.79071	0.00386024	0.00386024	0.5365234874	0.2599773822	-0.024983309500000002	0.148434756	0.23935292239999997	0.2294829966	0.6087425129999999	0.2213153196	-0.10254273109999999	0.1361479199	0.3899805336	0.5890620744	-0.0660621631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00386024	0.00386024	1.49014528576e-05	1.49014528576e-05	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9312.3766143509	-18.980741681843934	360.2685547928878	86720358.20750953	11051.91631130064	-96.02301689099112	122144854.15199314	9220.419772847568	7178.938177709552	2.853833513416248	8.144365722297726	51537153.35937575	7189.033336405522	10656.234313821513	1.502606	49.571758	0.03761444	0.0339742	-0.2563866232	-0.008516328299999999	0.1026521571	-0.3601583028	0.023012500499999998	0.1017671434	0.1607901276	-0.7978176052	0.2356472159	0.0968393184	-0.0443897211	-0.1030445464	-0.8277341376	0.0	0.0	0.0	0.0	0.0337542	0.0337542	0.0011393460176399998	0.0011393460176399998	0.0	-0.00386024	1.49014528576e-05	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9308.041682837777	-4.3349315131235935	18.791631223472	86639639.96944551	11024.581035947494	-27.335275353145327	121541387.01817311	747.2172786322748	7174.5238150953855	-4.414362614166748	19.48659728935309	51473791.97337084	7185.717491833142	10520.484720087794	1.315702	43.405689	0.07544188	0.0490571	0.16916332739999998	-0.5025936704999999	0.1403583104	0.1113471163	0.4849707544	-0.24721615489999998	0.035742005699999996	-0.17556853190000002	-0.1931322429	0.5264613816	-0.0924918118	0.0667221353	0.130726137	0.0	0.0	0.0	0.0	0.00454927	-0.02920493	2.0695857532900006e-05	0.0008529279363048997	0.0385707	0.0385707	0.00148769889849	0.00148769889849	-0.000153325	-0.000153325	2.3508555625e-08	2.3508555625e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9310.555414470258	2.5137316324817216	6.318846720139224	86686442.12592144	11042.581664778783	18.000628831288854	121938609.82330856	324.0226383218274	7173.885073139058	-0.6387419563279764	0.4079912867736905	51464627.04260738	7183.235499297452	10543.095770491364	1.185959	39.125408	0.03891065	0.0284603	-0.1491455242	-0.3696640518	0.13254038199999998	-0.18205913920000005	0.4220207632	-0.5043497778	-0.3327924934	0.2738091237	0.0344611351	0.5388861344	-0.3919211841	-0.2100313268	0.2292142459	0.0	0.0	0.0	0.0	0.00464372	9.44499999999994e-05	2.15641354384e-05	8.920802499999885e-09	0.0146153	-0.0239554	0.0005738611891600001	0.00021360699409000002	0.000143891	0.000297216	8.8337350656e-08	2.0704619881e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9310.482818531253	-0.07259593900562322	0.005270170360108168	86685090.31416565	11001.952277535314	-40.62938724346896	121042953.91716447	1650.747107779758	7169.77999780548	-4.105075333577588	16.851643494347147	51405745.21693155	7179.7246865777015	10525.755950865285	1.2280870000000002	40.515236	0.04567418	0.032410400000000006	-0.33760512130000003	-0.0625125636	0.17853990809999998	0.1527610205	-0.3882328214	-0.0253782281	-0.4921618658	-0.15119944119999998	-0.1590003622	-0.36037197590000003	-0.1736534004	-0.4698225148	0.1655532678	0.0	0.0	0.0	0.0	0.0201247	0.015480980000000004	0.00040500355009000016	0.0002396607417604001	0.016868200000000003	0.002252900000000004	5.0755584100000185e-06	0.00028453617124000015	-0.000414915	-0.000558806	3.12264145636e-07	1.7215445722500002e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9294.607722327939	-15.87509620331366	252.01867946446382	86389732.71195816	10986.807642174172	-15.144635361142717	120709942.1661368	229.35998022197444	7168.8988913042285	-0.8811065012514518	0.7763486665475747	51393111.313743	7178.954725875969	10630.875887154638	1.452979	47.934532	0.045181432	0.026833600000000003	0.41313383880000004	0.1887092511	0.1984394088	0.38789679409999994	0.2182469726	0.6555446349	-0.35455049780000003	0.063618616	-0.3202289776	-0.0247394515	0.6917858947	-0.4010877195000001	0.06949807570000001	0.0	0.0	0.0	0.0	0.000775008	-0.019349691999999998	6.006374000640001e-07	0.00037441058049486413	0.00442876	-0.012439440000000005	0.00015473966751360007	1.9613915137600007e-05	-0.000147069	0.00026784599999999997	7.174147971600003e-08	2.1629290761e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9299.624732165208	5.017009837269144	25.170387707255355	86483020.15909882	10979.354623367535	-7.4530188066364635	120546227.94566208	55.54748933207683	7164.4473436698645	-4.451547634364033	19.816276341012017	51329305.74021818	7173.987684555194	10485.762794553753	1.48995	49.154221	0.055627612	0.047292400000000005	-0.3969758259	0.0069792416	0.19875801839999999	0.0736907529	-0.3300146353	-0.1677750307	-0.030214394900000007	0.0273630677	-0.076025725	-0.3098613382	-0.2519746374	-0.0424570555	-0.24894138899999999	0.0	0.0	0.0	0.0	0.0473937	0.046618692	0.00224616279969	0.002173302443790864	0.00596368	0.0015349199999999995	2.3559794063999986e-06	3.55654791424e-05	-0.000296549	-0.00014948	2.23442704e-08	8.794130940100001e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9304.206196863866	4.5814646986582375	20.989818785051614	86568252.95375997	10949.08992495669	-30.264698410845085	119882570.1847881	915.951969899409	7169.723091281048	5.2757476111837605	27.83351285691116	51404929.20564867	7179.1105286881175	10569.217005475259	1.380615	45.547211	0.08110527	0.053174	0.3092353498	-0.3513516697	0.2414779455	0.5056139868	-0.2720347032	-0.3244272545	0.2844773814	-0.0446907553	-0.4555806831000001	-0.2765711496	-0.2724958448	0.37815882409999996	0.0341473994	0.0	0.0	0.0	0.0	0.0	-0.0473937	0.0	0.00224616279969	0.0248478	0.01888412	0.00035660998817440003	0.00061741316484	0.0	0.000296549	8.794130940100001e-08	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
