global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
9222.89199808165	n/a	n/a	85061736.80827853	11643.816003367734	n/a	135578451.12028256	n/a	6726.413780559765	n/a	n/a	45244642.34730431	6742.5180854968	11320.02783201008	n/a	n/a	n/a	n/a	-0.7295653311	0.1583653465	-0.4131853161	-0.7998133465	-0.3067110959	0.1198229167	-0.46768151259999996	-0.3753175565	-0.2950872261	0.4661011302000001	0.2153922584	-0.43157935280000004	-0.32801883789999997	-0.2379050283	0.0	n/a	n/a	0.0	0.031176	n/a	0.0009719429760000001	n/a	0.0720968	n/a	n/a	0.005197948570239999	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
9129.664947500172	-93.22705058147768	8691.282960121396	83350782.05361332	11298.780660244664	-345.0353431230705	127662444.40831885	119049.38800405506	6712.5065615806225	-13.907218979142273	193.410739733815	45057744.33926291	6724.047264375496	10828.558740779908	1.44236	41.714367	0.06646705	0.0425832	-0.1887143774	0.5005971505	0.024018553199999997	-0.3424478137	-0.4512081459	0.4776298211	-0.2388418868	0.10761157130000001	0.0249746554	0.4905065234000001	0.4278069499	-0.016218374	0.2213841458	0.04872250980000002	0.0	0.0	0.0	0.0	0.06809810000000001	0.03692210000000001	0.004637351223610001	0.001363241468410001	0.08735839999999999	0.015261599999999988	0.00023291643455999962	0.007631490050559998	-0.00028566700000000003	-0.00028566700000000003	8.160563488900003e-08	8.160563488900003e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9071.78936227452	-57.875585225652685	3349.583365211787	82297362.23347713	11071.746961805557	-227.03369843910698	122583580.78625058	51544.300226939355	6700.857293326189	-11.649268254433082	135.7054508637424	44901488.46552279	6709.736502889729	10434.955761832747	1.373571	39.72493400000001	0.07607110999999997	0.050293800000000013	0.2942811861	0.3254656993	0.1146932012	-0.053773193399999995	-0.3679438927000001	0.0233926679	0.40545943630000003	0.0542566518	0.6696194241	0.2662700945	-0.11977613960000001	0.4520236003	0.0766130821	0.6730423569	0.00296811	0.00296811	8.8096769721e-06	8.8096769721e-06	0.0205816	-0.04751650000000001	0.00042360225856	0.002257817772250001	0.101089	0.01373060000000001	0.00018852937636000024	0.010218985921	-0.000366717	-8.104999999999994e-05	6.5691024999999904e-09	1.3448135808899998e-07	0.00015606799999999998	0.00015606799999999998	2.4357220623999995e-08	2.4357220623999995e-08	0.0	0.0	0.0	0.0
9067.614531590296	-4.174830684223707	17.429211241935786	82221633.2935075	11002.580017843364	-69.16694396219282	121056767.04904608	4784.066137069121	6707.131984209183	6.274690882994037	39.37174567712848	44985619.453601815	6715.492242252834	10425.719217088725	1.424427	41.195736	0.0504979098	0.0298687	0.4713574297	-0.0829194092	-0.5941956726	0.03927027	-0.2407974917	-0.5749814927	0.21111505	-0.3028459782	-0.1492964662	0.1626680382	-0.5930184538000001	0.1068183267	-0.35108645439999997	-0.1495964893	2.36502e-05	-0.0029444598	8.66984351381604e-06	5.5933196004e-10	0.00284486	-0.017736739999999997	8.093228419599999e-06	0.00031459194582759986	0.123536	0.022446999999999998	0.0005038678089999998	0.015261143295999997	-0.00036464	2.07699999999996e-06	4.3139289999998326e-12	1.329623296e-07	1.07508e-05	-0.0001453172	1.1557970063999998e-10	2.111708861584e-08	0.0	0.0	0.0	0.0
9076.575229611572	8.960698021275675	80.29410902849379	82384217.89879835	10953.377264580118	-49.20275326324553	119976473.50022064	2420.9109286838197	6717.042156437804	9.910172228620468	98.21151360092036	45118655.33136262	6723.919046059856	10389.167862416902	1.381857	39.964569	0.1067079651	0.0658295	0.3057266903	0.3391126276	0.1304426492	0.10050286230000001	-0.1631836308	-0.1990072069	0.21303732449999999	0.4840161107	-0.44677817340000003	0.0717037409	-0.2890311443	0.23686754629999998	0.39655037740000004	-0.4843969602000001	2.33851e-05	-2.6509999999999853e-07	7.027800999999921e-14	5.4686290201e-10	0.05994740000000001	0.057102540000000014	0.0035936907667600006	0.003260700074451601	0.0946858	-0.028850199999999993	0.0008323340400399995	0.00896540072164	-0.000638135	-0.000273495	7.479951502499997e-08	4.07216278225e-07	0.000152355	0.0001416042	2.3212046025e-08	2.0051749457640002e-08	0.0	0.0	0.0	0.0
9078.760211853492	2.1849822419208067	4.7741473975092745	82423886.98433407	10908.269773381237	-45.10749119888168	118990349.44886272	2034.685762257189	6730.060347715577	13.01819127777344	169.47330414469647	45293712.28389352	6736.218356106158	10677.977150045941	1.296726	37.502487	0.0707678238	0.0439028	0.0782090466	-0.2687393226	-0.2636399003	0.1646808089	0.21477432850000008	-0.3693168021	-0.1453913191	0.14527728269999998	0.0094511537	-0.1945953386	-0.3183176623	-0.2578077227	0.10496505380000001	0.010786839099999999	3.57589e-05	1.2373800000000002e-05	1.5311092644e-10	1.2786989292099998e-09	0.0238401	-0.036107300000000016	0.00056835036801	0.0013037371132900006	0.11458	0.0198942	0.0003957791936400001	0.0131285764	-0.000928414	-0.00029027899999999995	8.426189784099997e-08	8.619525553959999e-07	0.000147555	-4.799999999999981e-06	2.1772478025e-08	2.3039999999999818e-11	0.0	0.0	0.0	0.0
9058.468869617498	-20.291342235994307	411.7385697382464	82055858.26182932	10891.504871760866	-16.764901620370438	118624878.37159067	281.0619263406993	6735.735965803394	5.675618087816473	32.21264067874953	45370139.00101738	6741.265668497118	10667.078850421209	1.22755	35.501862	0.0469464034	0.0282022	-0.13339929779999998	-0.3611988839	0.24275396870000002	0.1862092514	0.319153758	-0.08905167380000001	-0.4536898633	0.3866825981	0.1980819067	-0.28807209920000004	0.0010331395	-0.45447374630000004	0.4500049802	0.1216957008	2.5855500000000007e-05	-9.903399999999997e-06	9.807733155999995e-11	6.685068802500002e-10	0.0392517	0.0154116	0.00154069595289	0.00023751741456000004	0.0936587	-0.020921300000000004	0.0004377007936900002	0.00877195208569	-0.000720331	0.00020808299999999983	4.329853488899994e-08	5.188767495609999e-07	0.00015154399999999998	3.988999999999978e-06	2.2965583935999995e-08	1.5912120999999825e-11	0.0	0.0	0.0	0.0
9054.050677389687	-4.4181922278112316	19.520422561891586	81975833.66874065	10839.624186197916	-51.88068556295002	117497452.49800684	2691.6055344816905	6724.261983129654	-11.473982673739554	131.65227839727552	45215699.21776275	6730.038377911571	10524.808647733153	1.247441	36.077137	0.0626674674	0.0472903	-0.0690461035	-0.4140570493	0.3082835579	0.25585344050000003	0.3219995409	-0.047566413099999996	-0.17221817239999998	-0.2398402339	0.3627190047	-0.3003738641	0.032297236	-0.2468499823	-0.19330305609999998	0.37526099259999995	3.85329e-05	1.2677399999999995e-05	1.6071647075999988e-10	1.4847843824099998e-09	0.0390653	-0.00018639999999999632	0.0015260976640900006	3.474495999999861e-08	0.137651	0.0439923	0.00193532245929	0.018947797801	-0.00103765	-0.00031731899999999993	1.0069134776099997e-07	1.0767175225e-06	9.93412e-05	-5.220279999999997e-05	9.868674017440002e-09	2.7251323278399972e-09	0.0	0.0	0.0	0.0
9063.555653613592	9.504976223905032	90.34457301699995	82148041.0861509	10871.20179578993	31.577609592013694	118183028.48478621	997.1454275456348	6721.214767698789	-3.047215430865436	9.285521882104419	45174727.95353229	6726.787937854571	10501.33244308912	1.175343	33.991989000000004	0.051920153200000006	0.0382474	0.0052950109	-0.32531788710000004	-0.019906818	0.2146138548	0.37933652659999995	0.2223529677	0.2843827117	-0.48819011310000004	-0.16136039259999999	-0.3625531081	0.24584148579999998	0.20340022370000002	-0.5313485431	-0.10353100859999999	2.64197e-05	-1.21132e-05	1.4672961424000003e-10	6.980005480899999e-10	0.0314944	-0.0075709000000000045	0.00099189723136	5.7318526810000085e-05	0.101144	-0.036506999999999984	0.0013327610489999987	0.010230108736000002	-0.0008833860000000002	0.00015426399999999988	2.379738169599996e-08	7.803708249960002e-07	0.00010168	2.338799999999992e-06	1.03388224e-08	5.469985439999962e-12	0.0	0.0	0.0	0.0
9078.937691231113	15.382037617520835	236.6070812668261	82427109.60125692	10858.204401965984	-12.997393823945458	117900602.83487348	168.93224621473556	6713.648177629068	-7.566590069720405	57.25328528319145	45073071.85298211	6719.325749714723	10478.623131742488	1.284999	37.163338	0.07340241970000001	0.0481567	-0.034144253900000004	0.1286917282	0.4707357767	0.2349038657	0.2945801029	0.4367252152	0.3638282317	0.22834966710000001	-0.2123238862	-0.3116551171	0.3977723305	0.4078194812	0.1542392522	-0.2540789127	0.0	-2.64197e-05	6.980005480899999e-10	0.0	0.07621569999999997	0.04472129999999997	0.005808832926489996	0.0019999946736899967	0.112046	0.010901999999999995	0.00011885360399999987	0.012554306115999999	-0.00113676	-0.0002533739999999998	6.419838387599988e-08	1.2922232975999998e-06	-0.0	-0.00010168	0.0	1.03388224e-08	0.0	0.0	0.0	0.0
