global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
9593.58480059274	n/a	92036869.32616404	n/a	10947.624501507758	n/a	n/a	119850482.226013	7420.167954490399	n/a	55058892.47284623	n/a	7433.673683856412	12938.522512551814	n/a	n/a	n/a	n/a	-0.2217618941	0.1790371077	-0.8551925115000001	-0.2325531366	0.028411506	-0.1246348391	0.1014820669	-0.07388128299999999	0.0391954385	-0.2944477069	-0.115825455	0.048644117699999996	-0.3653474331	0.2177936939	-0.4551130086	0.3575335324	-0.1352460701	0.057912666900000014	0.0124877979	0.0246231223	-0.13168961710000002	-0.0275937346	-0.0172214137	-0.021370142400000004	-0.3466335597	0.1266171733	-0.6674293943999999	0.2494573138	-0.29211446739999997	0.09350702179999999	-0.1328543849	0.021325194900000004	0.039707594	-0.04413152	-0.0054528131	0.1425845306	0.009141344000000001	0.042264172999999995	0.023482409500000002	5.52759e-06	n/a	n/a	3.0554251208100003e-11	-0.0213002	n/a	0.0004536985200400001	n/a	0.255731	n/a	0.06539834436099999	n/a	0.00177964	n/a	3.1671185296000008e-06	n/a	1.76952e-05	n/a	n/a	3.1312010304e-10	0.0	n/a	n/a	0.0
9541.559857894532	-52.02494269820818	91041364.52178432	2706.594662751845	10566.455030733387	-381.1694707743718	145290.16545041467	111649971.91651091	7396.742731769309	-23.425222721089998	54711803.0399821	548.7410595326709	7405.682193913183	12640.774994021129	1.306142	50.453022	0.07027717331	0.0544396	-0.1886535911	-0.1314043846	-0.3956950725	0.1610743666	-0.0101396279	0.27443704480000003	-0.3128194654	0.1113992499	-0.11850353710000001	-0.2789276816	0.3297809354	-0.0009095352999999999	-0.4072717221	-0.3553596597	-0.0027940090999999997	0.0363736791	-0.1439272873	0.2019339338	-0.005841049	-0.15922906539999998	0.2377305453	0.1756027171	0.2170314095	0.0071393278	-0.2947337388	-0.3183646243	-0.28914619199999997	0.1858860638	0.42179420289999997	0.0157342716	0.057306007699999995	-0.1048231822	0.2168637405	-0.05202527690000002	-0.0255876819	-0.2864427987	-0.1998879161	-0.022916915	-0.18064728489999998	1.68159e-05	1.128831e-05	1.2742594265609998e-10	2.8277449281e-10	0.0310476	0.05234780000000001	0.0009639534657599999	0.0027402921648400002	0.241022	-0.014709	0.05809160448399999	0.00021635468099999997	0.00177341	-6.230000000000081e-06	3.1449830281e-06	3.881290000000101e-11	7.564689999999998e-05	5.7951699999999976e-05	3.358399532889998e-09	5.7224534796099984e-09	0.0	0.0	0.0	0.0
9532.065541343709	-9.494316550822989	90860273.48447214	90.14204676723128	10391.59753197888	-174.8574987545071	30575.144870682445	107985299.26662952	7401.526673091841	4.783941322531972	54782597.09248998	22.886094577428967	7407.59103921795	12476.644056702164	1.3001140000000002	50.220173	0.08970571290000001	0.0765601	-0.3185787468	0.14924279199999999	-0.16158557380000002	0.2860441806	-0.10241504039999999	-0.0359976214	0.15069640380000002	0.2003362205	0.10782394140000001	-0.3167010232	-0.014902293	-0.0677598209	-0.0032446884999999996	-0.013189673700000001	-0.118616419	0.057837920599999995	0.209480553	-0.04434193769999999	0.25519801129999997	0.2674403022	-0.060837982699999994	-0.42735374460000003	-0.2265073537	0.0445275005	-0.3150408891	0.025454828500000002	0.0369656563	0.05487745559999999	-0.0862597043	0.1136191715	0.022439173	-0.1519190784	-0.14461203539999998	0.2822691578	0.13123935220000002	0.0379787961	0.4869028414	0.08892931230000001	0.1608311492	4.74688e-05	3.06529e-05	9.3960027841e-10	2.2532869734400003e-09	-0.044934	-0.0759816	0.0020190643559999995	0.00577320353856	0.248346	0.007324000000000025	0.06167573571600001	5.364097600000037e-05	0.00187986	0.0001064499999999999	3.533873619599999e-06	1.1331602499999981e-08	9.65861e-05	2.0939200000000025e-05	4.3845009664000094e-10	9.328874713210002e-09	0.0	0.0	0.0	0.0
9528.751481746924	-3.314059596785228	90797104.8008942	10.982991011044266	10293.820461411548	-97.77707056733198	9560.355528729016	105962739.69177504	7405.1345539229405	3.607880831099465	54836017.76170351	13.016804091414965	7409.745987712181	12596.66360144805	0.956316	36.940094	0.0119165105	0.00886402	-0.2808893824	0.09533198970000001	-0.042584530499999995	0.3228704195	-0.2600986647	-0.0640117036	-0.18889651710000002	-0.083379402	-0.1112674608	-0.31281554710000004	0.0900480138	-0.0180663928	-0.0261662681	0.0062856763	0.3776296272	-0.1728907589	-0.1949297927	-0.0532347421	0.3440525417	0.12376004970000001	-0.2835600546	0.0567809318	0.1237820816	-0.30698017910000003	-0.300021175	-0.0944622867	0.1917973552	-0.0430424701	0.1714963196	-0.2798884491	0.0307105855	0.1685821286	0.2370494048	0.37170197229999996	0.0156265434	0.3046908143	-0.1127781605	0.2628928575	-0.0017745728	4.06883e-05	-6.780500000000001e-06	4.5975180250000013e-11	1.65553775689e-09	-0.0365031	0.008430899999999991	0.0013324763096100006	7.108007480999986e-05	0.251027	0.002680999999999989	0.063014554729	7.187760999999941e-06	0.00188356	3.7000000000001433e-06	3.5477982736e-06	1.3690000000001065e-11	8.43295e-05	-1.22566e-05	1.5022424356e-10	7.111464570250002e-09	0.0	0.0	0.0	0.0
9525.032227066738	-3.7192546801852586	90726238.92665996	13.83285537607995	10266.388199056475	-27.43226235507245	752.5290179175252	105398726.65372606	7409.389225438223	4.254671515282098	54899048.69404002	18.102229702952865	7413.544414806102	12572.858372433999	1.010903	39.048645	0.07883194389999999	0.0560183	-0.3176514241	0.260670254	-0.0062680463	0.3995568692	-0.0386040411	-0.2838866791	0.1752309652	-0.2586681166	0.015486799099999999	-0.3097277887	-0.19684668260000002	0.0017326718	0.2436556874	0.25145988140000003	0.0220928538	0.0419027947	-0.0117879545	0.1391087187	0.3274987772	-0.2240233015	0.3083039368	0.1317906108	-0.0168934508	0.1765439886	-0.2998897726	0.194156009	0.19268594600000002	-0.1179897712	-0.29064866440000003	-0.0255448617	-0.049027658200000004	-0.1438847098	0.2340369642000001	0.1769571843	-0.1395775459	-0.2822436015	-0.0928495067	-0.2774323537	-0.0838367758	5.50622e-05	1.43739e-05	2.0660900121000005e-10	3.0318458688400004e-09	-0.07720419999999999	-0.04070109999999998	0.005960488497639998	0.0016565795412099987	0.251035	8.000000000008e-06	0.063018571225	6.400000000012802e-11	0.00263782	0.0007542599999999999	6.9580943524e-06	5.689081475999998e-07	9.22389e-05	7.909399999999984e-06	6.255860835999972e-11	8.508014673209998e-09	0.0	0.0	0.0	0.0
9520.940763672468	-4.0914633942702485	90648313.02536008	16.74007270665343	10263.099872987224	-3.2883260692506155	10.813088337713204	105331219.00291038	7414.752078322785	5.362852884562017	54978548.38299205	28.760191061455146	7419.398725777657	12589.350140619774	1.041799	40.242104	0.05433372410000002	0.037055000000000005	-0.2512779933	0.057597993	0.0075287531000000005	0.2244491278	0.1559287091	0.07692153639999999	0.31029796239999996	-0.1237206968	-0.1492278504	-0.25795163379999997	-0.0049198498	0.1422896239	0.15129395699999998	0.0376125186	0.2067874019	0.0808777362	-0.0136095522	-0.3336841739	-0.051561734299999995	0.10672698720000001	-0.2549764391	0.1531507739	-0.044244134500000004	0.1416036165	-0.24795943350000002	-0.028885701	0.1168554465	-0.2364152422	0.0117543167	-0.09313367859999999	-0.23723727320000002	0.1845872091	-0.2236637223	0.0603365376	0.0816630275	0.26940741690000003	-0.07231070269999999	-0.1548476939	0.0180083603	8.453129999999999e-05	2.946909999999999e-05	8.684278548099991e-10	7.145540679689998e-09	-0.049880400000000005	0.02732379999999998	0.0024880543041600005	0.000746590046439999	0.275948	0.02491300000000002	0.07614729870400001	0.0006206575690000009	0.00263952	1.6999999999998787e-06	6.967065830399998e-06	2.8899999999995876e-12	0.00013188799999999998	3.9649099999999986e-05	1.5720511308099995e-09	1.7394444543999998e-08	0.0	0.0	0.0	0.0
9506.498572021552	-14.442191650916355	90373515.0998478	208.5768996817981	10228.964468276155	-34.135404711068986	1165.2258547884708	104631714.09325609	7410.513600950387	-4.238477372397938	54915711.82987067	17.964690436329327	7415.183395336223	12525.181772553391	0.971418	37.523441	0.06804045870000001	0.0384594	-0.28414032629999997	0.1575844885	0.0402520583	0.3602925335	0.259320995	-0.022268325800000002	0.0366109896	0.2190679343	-0.1097354901	-0.2360964721	-0.1959633744	-0.1459861455	0.0846765198	-0.1449189176	0.13795292380000002	0.050315960199999996	0.1448453173	-0.0866282451	-0.2197716283	-0.22969915219999998	0.0197062671	0.2728165606	0.1262761058	0.1705945472	-0.2271743227	0.20260939760000002	0.21212439579999998	0.0500971453	0.1618601923	-0.013998968999999998	-0.1014652557	-0.0725047253	-0.1955319361	-0.1904396689	-0.12862200070000002	-0.0031322777000000004	-0.272269298	-0.1627874367	-0.189031012	0.00233589	0.0022513587	5.06861599606569e-06	5.4563820921000005e-06	-0.07440929999999997	-0.02452889999999996	0.005536743926489995	0.0006016669352099983	0.289922	0.013973999999999931	0.08405476608399998	0.00019527267599999808	0.00315581	0.0005162900000000004	9.9591367561e-06	2.665553641000005e-07	0.000161322	2.943400000000003e-05	8.663603560000017e-10	2.6024787684000004e-08	1.0587899999999999e-22	1.0587899999999999e-22	1.1210362640999998e-44	1.1210362640999998e-44
9485.198768887205	-21.299803134346806	89968995.68529935	453.68161356192985	10221.944162666237	-7.0203056099180685	49.2846908566471	104488142.46466637	7399.777983497768	-10.7356174526185	54756714.20505829	115.2534820889669	7403.504293481624	12454.142879108676	1.1419800000000002	44.111824	0.11593148399999995	0.0840608	-0.18731869559999997	-0.19252011510000008	0.0557335248	0.058699347	0.0287048324	0.0239627904	0.2156788438	-0.0336212533	0.24055831260000002	-0.1758066546	0.1138361771	0.2225328277	0.2421064432	0.09006313310000001	0.1775092922	0.0823857783	0.2130563179	0.2397796686	-0.1882416106	0.0444052537	0.0219883693	0.0005597282	0.0896266659	-0.0832668305	-0.1630829638	-0.1390390394	0.1533137082	-0.296259169	-0.0718198925	-0.070577831	-0.0846858386	-0.2735969874	0.0643063518	-0.2514260133	0.083339143	0.0447972175	-0.0249320799	0.0831602249	-0.0201198704	0.000117076	-0.0022188140000000004	4.923135566596002e-06	1.3706789775999999e-08	0.00176792	0.07617721999999998	3.1255411264e-06	0.005802968846928397	0.325436	0.03551400000000005	0.10590859009600001	0.0012612441960000032	0.00318268	2.6869999999999585e-05	1.01294519824e-05	7.219968999999777e-10	0.000147763	-1.355900000000001e-05	1.8384648100000028e-10	2.1833904169e-08	0.0	-1.0587899999999999e-22	1.1210362640999998e-44	0.0
9471.748149177858	-13.450619709346938	89714013.00145417	180.91917056547229	10231.207596078651	9.263433412414088	85.81119858622971	104677608.8740575	7397.143360754354	-2.6346227434141842	54717729.89955222	6.94123700011528	7400.963341908391	12254.114743966553	1.0254379999999998	39.610111	0.07165892400000001	0.0433291	-0.2311819866	-0.06495119419999999	0.0396999965	0.1531883696	0.37344487060000003	0.27070716149999996	0.0303354072	0.0210773138	0.1690822445	-0.19357852329999997	-0.1123139422	0.0082472911	0.16743083949999998	-0.2310555543	-0.1745461664	-0.0075273871	0.0646268505	-0.10352047699999999	-0.2303021748	-0.0456867361	0.3626011032	-0.2127418075	-0.1211804449	-0.1694860409	-0.1804716178	0.1068768697	0.1139793167	-0.0839205838	0.0787878781	0.2891932836	0.0066710944999999995	0.0346574067	-0.2193570446	-0.1851626486	-0.0425010884	-0.3970568984	0.1193031288	0.1470568789	0.1206372057	0.00223043	0.002113354	4.466265129316e-06	4.974817984899998e-06	-0.0319223	-0.03369022	0.00101903323729	0.0011350309236484	0.335235	0.009799000000000002	0.11238250522500001	9.602040100000004e-05	0.00368139	0.0004987100000000003	1.35526323321e-05	2.4871166410000035e-07	0.00017018	2.2417e-05	5.025218889999998e-10	2.89612324e-08	0.0	0.0	0.0	0.0
9482.888657026922	11.140507849064306	89925177.28156987	124.11091513506342	10231.847754402188	0.6401583235365251	0.4098026791930944	104690708.46926509	7396.847542324765	-0.29581842958941706	54713353.56439591	0.0875085432847489	7401.918796709495	12262.328018990956	1.15283	44.530968	0.12236865399999998	0.074789	-0.1250795159	-0.38709405869999997	0.0392193598	0.0336750275	-0.0036153749	0.2460114157	0.1448538367	0.044316157599999996	-0.0982928899	-0.1065919518	0.2241380197	-0.1587334542	-0.0677207963	0.10268295300000001	0.08618331779999999	-0.1909484829	-0.1893747263	0.22110704260000005	-0.5119388126	-0.0285379856	-0.11556276189999999	-0.2391661	-0.0764760832	-0.0590264657	-0.0960576134	-0.2173690384	0.11939141730000001	0.1529265892	0.0438566015	-0.19011978010000002	0.15392574960000002	0.22570446940000002	0.09223423039999999	-0.5456695756000001	-0.0340627514	0.049620024400000004	0.21877128829999998	0.1338718994	0.10462851	0.000118141	-0.002112289	4.4617648195209996e-06	1.3957295881000001e-08	0.0345616	0.0664839	0.00119450419456	0.00442010895921	0.365936	0.030701000000000037	0.133909156096	0.000942551401000002	0.00393128	0.00024988999999999963	1.5454962438399994e-05	6.244501209999979e-08	-4.13593e-05	-0.0002115393	4.474887544449e-08	1.7105916964900002e-09	0.0	0.0	0.0	0.0
