global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
9346.475028131268	n/a	n/a	87356595.45148139	10718.921224278183	n/a	114895272.2122813	n/a	7382.616206887599	n/a	54503022.05819944	n/a	7384.489226152329	12698.485010663933	n/a	n/a	n/a	n/a	-0.2451522286	0.0986098344	-0.8428506629000001	-0.1550717354	0.050434302699999996	-0.16864790329999998	0.0592772621	0.2711900043	-0.0265788467	0.0222699248	-0.3348752994	0.0959598284	-0.0756904911	-0.4581196564	0.1513797468	-0.0922978087	-0.0059856834	0.0653036721	0.1650710352	-0.3279761197	0.015329018400000003	-0.0249865064	0.4588067759	-0.1687365673	0.4688039017	-0.1595101143	0.0238140079	0.1101254003	-0.0346962188	-0.0877203324	-0.1541361178	-3.8973800000000005e-09	n/a	n/a	1.5189570864400004e-17	0.0170794	n/a	n/a	0.00029170590436000004	0.049347900000000014	n/a	n/a	0.002435215234410001	0.00126026	n/a	n/a	1.5882552676e-06	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0
9288.166231508314	-58.3087966229541	3399.915763617024	86270031.94413136	10390.743810213378	-328.17741406480485	107967556.92948765	107700.4151022624	7369.67938589254	-12.936820995058953	54312174.25084945	167.36133745819808	7367.13367049087	12265.479997999795	1.1748710000000002	46.738976	0.10281661610262	0.0581053	-0.2917869657	0.11474459779999999	-0.3822166246	0.1553464796	0.0508650229	-0.0062444208999999995	0.1123208735	0.239781828	-0.0036142471999999998	-0.1579298518	-0.23812069940000002	0.08995438800000001	-0.3728565317	-0.1404226786	0.4305257924	0.17200273800000002	0.024554603799999998	0.0098768905	-0.2734508457	-0.2659913105	-0.0093280339	0.1401118152	0.27608899579999996	-0.1094235924	0.27700571329999996	0.2657082004	0.31004103559999996	-0.13193553730000002	0.03897714	0.0726545753	0.2792900828	-0.00261857	-0.0026185661026200003	6.856888433790498e-06	6.856908844900001e-06	0.06516319999999999	0.04808379999999999	0.0023120518224399988	0.004246242634239999	0.06185180000000001	0.012503899999999998	0.00015634751520999995	0.003825645163240001	0.000699992	-0.000560268	3.139002318240001e-07	4.89988800064e-07	-0.00012249399999999998	-0.00012249399999999998	1.5004780035999996e-08	1.5004780035999996e-08	0.000109445	0.000109445	1.1978208025000002e-08	1.1978208025000002e-08	0.0	0.0
9312.278919233571	24.112687725257274	581.4217093357728	86718538.66960198	10231.095506475207	-159.6483037381713	104675315.26261716	25487.580886475404	7368.436771475399	-1.2426144171413398	54293860.455230795	1.5440905896875117	7364.0723271155875	12411.474267339956	1.455114	57.88766500000001	0.131399099	0.0833669	-0.3410925755	-0.2797450366	-0.1548038176	0.2305068532	-0.0800871186	0.24184223800000001	-0.179191462	0.2885535852	0.3190909986	0.0299005193	-0.2446590272	0.5035058295	-0.0866748051	0.3363515626	-0.2133166639	0.1960523964	0.151525663	-0.0195479599	-0.0671858622	-0.2872401491	-0.32276082440000003	-0.026022991699999998	0.20560787760000002	-0.3814158964	-0.45308319119999996	0.2562104175	-0.1210756558	-0.2555154684	-0.0993622083	-0.0033871417	0.0484209746	-0.000319271	0.0022992990000000003	5.286775891401001e-06	1.01933971441e-07	-0.013375	-0.07853819999999999	0.006168248859239998	0.000178890625	0.0487926	-0.013059200000000009	0.0001705427046400002	0.0023807178147600004	0.000280148	-0.000419844	1.76268984336e-07	7.848290190399999e-08	-0.000192876	-7.038199999999999e-05	4.9536259239999985e-09	3.7201151375999985e-08	0.000369267	0.00025982199999999994	1.3635811728899995e-07	6.750747168399996e-08	0.0	0.0
9385.419732927603	73.14081369403175	5349.5786278250625	88086103.56322683	10173.955325429131	-57.14018104607567	103509366.9638278	3265.000289978305	7392.781198033868	24.344426558469426	54653213.84200308	592.6511044607114	7386.942154011571	12980.290597623647	1.427474	56.78809	0.16904249899999998	0.103357	-0.21892916920000002	-0.4279617570000001	-0.039929446699999996	0.052873857999999996	-0.08813400369999999	0.19603562100000002	-0.3540440428	0.1999391481	0.3593562209	0.3090423486	0.07220133849999999	0.20572220089999999	0.5251436004	-0.1018711006	-0.0598692133	-0.2033707857	-0.0714919225	-0.1027895467	0.0790568804	-0.1876578741	-0.35167137130000004	-0.3011086744	-0.08689914650000001	-0.1614406468	-0.2518567604	-0.5220857447999999	-0.0526638875	0.22391631399999998	0.0383938026	0.1167568233	-0.0764808302	-0.009146520000000002	-0.008827249000000002	7.792032490800104e-05	8.365882811040003e-05	-0.0936903	-0.0803153	0.006450547414090001	0.008777872314090001	0.0495608	0.0007682000000000036	5.901312400000054e-07	0.0024562728966400003	0.00150756	0.001227412	1.506540217744e-06	2.2727371536e-06	-0.000433061	-0.000240185	5.768883422500001e-08	1.87541829721e-07	0.000484305	0.00011503800000000005	2.34551333025e-07	1.3233741444000008e-08	0.0	0.0
9421.321446027221	35.901713099618064	1288.9330034872874	88761297.78937244	10150.651797617478	-23.303527811653108	103035731.91647494	543.05440846849	7426.529078623962	33.7478805900937	55153334.15564728	1138.9194443232232	7420.529998226462	13364.020972643428	1.62155	64.50885799999999	0.243934357	0.17138399999999998	0.0120802281	0.059291704699999996	-0.0125057502	0.081423487	0.0227787768	0.0025052857	-0.316567654	0.1282172895	-0.1892927702	0.2967665078	0.010773541599999999	0.0466977159	0.051647663600000004	0.3307568021	0.303962091	-0.0575931418	-0.1088452529	0.0040912616	0.0805828247	-0.1177434968	0.1870554537	-0.299932205	-0.0235032948	-0.0033494862	-0.23124118219999998	0.1263052003	0.3389267152	0.1508692887	0.08521289289999999	-0.0248140119	-0.06438941969999999	-0.000640963	0.008505557000000002	7.234449988024903e-05	4.108335673690001e-07	0.0707637	0.164454	0.027045118116	0.00500750123769	0.035006199999999994	-0.01455460000000001	0.00021183638116000023	0.0012254340384399995	0.0006753330000000001	-0.0008322269999999999	6.926017795289999e-07	4.5607466088900004e-07	-0.000236585	0.000196476	3.8602818575999987e-08	5.5972462225e-08	0.000584006	9.9701e-05	3.4106300803600003e-07	9.940289401e-09	1.0	0.0
9395.28711105234	-26.034334974881855	677.7865975843567	88271419.8991062	10109.7313160939	-40.92048152357893	102206667.28360967	1674.4858081215646	7441.105698017853	14.576619393890724	55370054.00907376	212.4778329543512	7433.868664943141	13429.51377777968	0.958309	38.123646	0.031750997	0.0167372	0.0339193699	0.1572039942	0.0445801027	0.12975665150000001	0.1099268243	-0.10248848990000001	0.014594969499999999	0.1169894699	-0.35102980570000003	0.364695361	-0.1137825232	-0.0797241817	0.13572522880000001	0.0739700597	-0.0955520066	-0.0929582463	-0.0739370667	0.0821868605	-0.1779323068	-0.10676036259999999	0.3510360357	-0.3508183169	0.0756015297	0.1458186397	-0.1773549629	-0.0652963644	-0.0792858241	0.0789434208	0.0622787352	-0.0787707359	0.18961154870000002	-0.00072891	-8.7947e-05	7.734674809e-09	5.313097881000001e-07	0.08309739999999999	0.012333699999999987	0.00015212015568999974	0.006905177886759998	0.031168	-0.003838199999999993	1.4731779239999944e-05	0.000971444224	0.0007264289999999999	5.1095999999999824e-05	2.6108012159999822e-09	5.276990920409998e-07	-0.00017335400000000002	6.323099999999999e-05	3.998159360999999e-09	3.0051609316000015e-08	0.0007795019999999997	0.00019549599999999976	6.076233680039997e-07	3.82186860159999e-08	0.0	0.0
9345.632179545144	-49.654931507195215	2465.612222984248	87340840.83534972	10108.44063103663	-1.2906850572690018	102180571.99119222	1.6658679170574866	7426.87561787403	-14.230080143823216	55158481.44337175	202.49518089963172	7419.6447990809575	13163.958725866145	0.9658040000000002	38.421844	0.04190085	0.0203669	-0.0369814564	0.2412016184	0.0550140386	0.1589455061	0.1120077577	-0.1287199458	0.13788139060000001	0.1556294453	-0.3430390803	0.20456159780000002	-0.0981562534	-0.1795572705	-0.0833932795	0.0171689977	-0.058304883700000004	0.0669755781	-0.15376351359999998	-0.0775731202	0.1122602291	-0.15080704720000002	0.34095891359999997	-0.2013801403	0.06174183480000001	0.2112892395	-0.0015229692000000002	0.0711291241	-0.0701925576	-0.0614840577	0.15930382070000002	0.123280338	-0.1307122824	0.00676814	0.00749705	5.62057587025e-05	4.5807719059599986e-05	0.07648499999999997	-0.006612400000000018	4.372383376000024e-05	0.0058499552249999965	0.0392114	0.0080434	6.469628355999999e-05	0.00153753388996	0.000815607	8.917800000000009e-05	7.952715684000015e-09	6.65214778449e-07	-0.00016639	6.964000000000011e-06	4.849729600000014e-11	2.7685632100000007e-08	0.00107832	0.0002988180000000003	1.1627740224e-06	8.929219712400017e-08	0.0	0.0
9306.811974885108	-38.82020466003633	1507.008289847106	86616749.13586484	10107.47993429242	-0.9606967442105088	102161150.6221239	0.9229382343366715	7407.561291273755	-19.3143266002744	54871964.28397729	373.04321202206717	7400.541736822356	12890.463213650552	0.953891	37.947895	0.05838999	0.0285581	-0.11849506609999999	0.2390608983	0.0559079068	0.17749067899999998	0.0330181	-0.1356239543	-0.1279570894	0.1826481539	-0.2465985162	-0.0052443331999999995	-0.0200032368	-0.24180732829999999	0.0387670315	-0.0074916214000000005	-0.1827988595	0.1472305565	-0.061634096799999996	-0.075479666	-0.1062325933	-0.1787332762	0.2486704466	0.0097984018	-0.0292191612	0.262340672	-0.0229955075	-0.0458758429	-0.1485786344	-0.14981873199999998	0.10371704609999999	0.073463142	0.0649985065	0.0062355	-0.00053264	2.8370536960000005e-07	3.888146025e-05	0.0563403	-0.02014469999999997	0.00040580893808999865	0.0031742294040900004	0.0492887	0.010077299999999996	0.00010155197528999994	0.0024293759476900004	0.00106561	0.00025000300000000005	6.250150000900003e-08	1.1355246721000002e-06	-0.000249804	-8.3414e-05	6.957895395999999e-09	6.240203841599999e-08	0.00129761	0.00021929	1.6837917121000004e-06	4.8088104100000015e-08	0.0	0.0
9295.797790337176	-11.014184547932016	121.31226125590445	86411856.55883752	10101.975392178816	-5.5045421136037485	102049906.82418634	30.29998388043721	7391.890392634263	-15.670898639492409	54640043.57671872	245.57706416924495	7385.564330315001	12720.582952225606	0.84901	33.775528	0.030836730000000007	0.0194763	-0.1631040291	0.221822935	0.0523066494	0.174412297	-0.019709614	-0.1165920941	-0.11845519019999999	0.1678511154	-0.09906870300000001	-0.15021260349999999	0.0570094097	-0.1537085061	-0.0960198318	-0.10149935199999999	-0.40972986710000003	-0.1227607325	0.18417165030000002	0.0687642367	0.1634160552	-0.1556192989	0.0985567334	0.1493890833	-0.1049550569	0.1454928922	0.051514057099999996	0.0323423991	-0.4201225848	0.0214662475	-0.2404661892	-0.0892615076	-0.1356386164	0.00470347	-0.0015320299999999991	2.347115920899998e-06	2.2122630040900005e-05	0.0442596	-0.0120807	0.00014594331249000002	0.0019589121921600003	0.0493904	0.00010170000000000319	1.0342890000000649e-08	0.0024394116121599996	0.00136117	0.00029556000000000005	8.735571360000002e-08	1.8527837689000003e-06	-0.00026159	-1.1786000000000012e-05	1.3890979600000028e-10	6.842932810000003e-08	0.00126251	-3.509999999999993e-05	1.5939315001000003e-06	1.2320099999999952e-09	0.0	0.0
9288.843322432867	-6.954467904308331	48.364623832054704	86282610.26870567	10078.4287500198	-23.546642159015388	101574726.06922568	554.444356964721	7382.14277952208	-9.74761311218299	54496032.01724998	95.01596138480173	7375.998897324926	12686.68154950662	0.8246879999999999	32.807919	0.05627933	0.0246352	-0.1772532282	0.1827850424	0.0839472009	0.2689108624	0.12131390880000001	-0.049862147999999995	-0.2508264232	0.1710574786	-0.0572109838	-0.2547530092	0.0824691312	-0.16979100960000001	0.1307650266	0.0252944631	-0.2383454464	0.1470641324	0.1269602163	0.14291938269999999	-0.1432092445	-0.161853733	0.0580271107	0.2549481692	-0.1338163842	0.1565457395	-0.0541562222	-0.0858908382	-0.1615427735	-0.173895783	-0.0991154809	-0.1891188517	0.123661218	0.0120805	0.00737703	5.442057162090001e-05	0.00014593848025000006	0.0299332	-0.014326400000000003	0.00020524573696000008	0.00089599646224	0.0418315	-0.0075588999999999995	5.7136969210000014e-05	0.00174987439225	0.00154755	0.00018637999999999988	3.473750439999996e-08	2.3949110025e-06	2.53733e-22	0.00026159	6.842932810000003e-08	6.438043528899999e-44	0.00117014	-9.237000000000004e-05	1.3692276196e-06	8.532216900000008e-09	0.0	0.0
